32693469b4d03b6e729a7418a21fb8d68f3fbfaf,DELETE,regular-file,RUNSTR-v0.7.8.apk,126664069,
f74c4b6adc98eb89b3ef537a837812da42a509dd,DELETE,regular-file,RUNSTR-v0.7.9.apk,126664133,
